,date,GB_unemp,GB_cons,SPF_unemp,SPF_cons,FRED_unemp,FRED_cons
49,1995-04-01,0.10000000000000053,2.1999999999999997,-0.32540000000000013,2.9766500000000002,-0.5333333333333332,2.9066097529695076
50,1995-07-01,0.10000000000000053,2.5,-0.1501999999999999,2.627375,-0.33333333333333304,3.008502310784306
51,1995-10-01,0.10000000000000053,3.225,-0.09999999999999964,2.902275,-0.06666666666666643,3.155730060271112
52,1996-01-01,0.20000000000000018,2.65,-0.03450000000000042,2.7756000000000003,0.0666666666666682,2.76207479422767
53,1996-04-01,0.2999999999999998,1.925,-0.018600000000000172,2.4682250000000003,-0.16666666666666696,3.446894350353069
54,1996-07-01,0.20000000000000018,2.4250000000000003,-0.0026000000000001577,2.376575,-0.40000000000000036,3.6509728260392724
55,1996-10-01,0.0,2.5,0.05690000000000062,2.4254000000000002,-0.2333333333333334,3.3450567427166567
56,1997-01-01,0.0,2.5250000000000004,0.0030000000000001137,1.982625,-0.3000000000000007,3.4452322811076463
57,1997-04-01,0.0,2.6999999999999997,0.10000000000000053,2.135725,-0.5,3.5814607610047067
58,1997-07-01,0.10000000000000053,2.625,0.12710000000000043,2.14905,-0.39999999999999947,2.941529012328481
59,1997-10-01,-0.09999999999999964,3.15,0.16669999999999963,2.2784,-0.6666666666666661,4.077883767352458
60,1998-01-01,-0.39999999999999947,3.5249999999999995,0.05630000000000024,2.4508,-0.6000000000000005,4.4886773333582655
61,1998-04-01,-0.3000000000000007,2.9250000000000003,0.1783999999999999,2.457275,-0.6000000000000005,4.443858756605485
62,1998-07-01,-0.2999999999999998,3.5250000000000004,0.1341000000000001,2.7424999999999997,-0.3333333333333339,5.799378575031067
63,1998-10-01,0.20000000000000018,3.6499999999999995,0.11050000000000004,2.56595,-0.2333333333333334,5.381058260069699
64,1999-01-01,0.10000000000000053,3.9749999999999996,0.08310000000000084,2.9008749999999996,-0.33333333333333304,5.64082622290586
65,1999-04-01,0.40000000000000036,3.725,0.13450000000000006,3.13055,-0.13333333333333286,5.658126085024573
66,1999-07-01,0.5,3.0000000000000004,0.11899999999999977,3.0641249999999998,-0.2999999999999998,5.4171307446389925
67,1999-10-01,0.20000000000000018,3.15,0.2969999999999997,2.630025,-0.36666666666666714,5.2301754954088455
68,2000-01-01,0.0,4.575,0.2012999999999998,2.9699,-0.2666666666666666,5.248511835415237
69,2000-04-01,-0.10000000000000053,3.6750000000000003,0.15810000000000013,2.90165,-0.33333333333333304,5.7518116636217975
70,2000-07-01,-0.10000000000000053,3.5999999999999996,0.16889999999999983,2.87115,-0.2333333333333334,5.131577452980185
71,2000-10-01,-0.09999999999999964,4.275,0.15829999999999966,3.089325,-0.16666666666666652,4.960832841342905
72,2001-01-01,0.09999999999999964,4.6,0.17499999999999982,3.236,0.20000000000000018,4.350003453342893
73,2001-04-01,0.0,3.6,0.16839999999999966,3.276175,0.4666666666666659,3.168785713416889
74,2001-07-01,0.10000000000000053,3.9,0.24319999999999986,3.1238,0.833333333333333,2.423578852057401
75,2001-10-01,0.7000000000000002,2.95,0.2546999999999997,3.1286,1.6,1.8015268883518787
76,2002-01-01,1.1000000000000005,1.8250000000000002,0.29850000000000065,2.5216000000000003,1.4666666666666668,2.5695226697887152
77,2002-04-01,1.0,2.275,0.3212999999999999,2.3362,1.4333333333333336,2.428159696526122
78,2002-07-01,1.4000000000000004,0.775,0.24239999999999995,2.62925,0.9000000000000004,2.7356534313853205
79,2002-10-01,0.5,2.475,0.3337999999999992,1.084975,0.36666666666666714,3.0920363005073224
80,2003-01-01,-0.09999999999999964,2.55,-0.14170000000000016,1.683925,0.16666666666666696,2.0012425399364044
81,2003-04-01,-0.20000000000000018,2.575,-0.38589999999999947,2.8516500000000002,0.2999999999999998,2.273272526982845
82,2003-07-01,0.20000000000000018,2.675,-0.33940000000000037,2.8407999999999998,0.39999999999999947,2.9284740927348842
83,2003-10-01,0.10000000000000053,2.25,-0.2911999999999999,2.38545,-0.0333333333333341,3.6661210727673366
84,2004-01-01,0.20000000000000018,2.75,-0.3163,2.6749,-0.16666666666666696,3.8002034355284433
85,2004-04-01,-0.1999999999999993,3.7,-0.3059000000000003,2.9423,-0.5333333333333341,4.250238438714643
86,2004-07-01,-0.2999999999999998,4.2,-0.38539999999999974,3.488725,-0.6999999999999993,3.6361362441749088
87,2004-10-01,-0.7000000000000002,3.9749999999999996,-0.42680000000000007,3.22565,-0.39999999999999947,3.387679631291929
88,2005-01-01,-0.1999999999999993,4.2,-0.3422999999999998,3.566475,-0.40000000000000036,3.841858849572105
89,2005-04-01,-0.39999999999999947,4.15,-0.32699999999999996,3.5046749999999998,-0.4999999999999982,3.537678841226633
90,2005-07-01,-0.09999999999999964,3.95,-0.29490000000000016,3.128125,-0.4666666666666668,4.114418297153205
91,2005-10-01,-0.10000000000000053,3.8,-0.23189999999999955,3.0367,-0.4666666666666668,3.7582320523120494
92,2006-01-01,-0.09999999999999964,3.8499999999999996,-0.21039999999999992,3.1310000000000002,-0.5666666666666664,2.793165004210796
93,2006-04-01,0.0,3.375,-0.12560000000000038,3.20375,-0.4666666666666677,3.2594059556957653
94,2006-07-01,0.0,3.25,-0.07650000000000023,3.26675,-0.33333333333333304,2.6555959030188037
95,2006-10-01,0.0,2.9749999999999996,-0.0757999999999992,2.6609249999999998,-0.5333333333333332,2.4635976804415707
96,2007-01-01,0.0,3.9250000000000003,0.032900000000000595,3.147025,-0.2333333333333334,3.2474424492737963
97,2007-04-01,0.39999999999999947,2.8,0.10989999999999966,2.8726749999999996,-0.13333333333333286,2.760918261896833
98,2007-07-01,0.2999999999999998,2.7,0.1528999999999998,2.6393,0.033333333333333215,2.5015244875939926
99,2007-10-01,0.5,2.6250000000000004,0.26180000000000003,2.660275,0.36666666666666625,2.527896536647467
100,2008-01-01,0.3000000000000007,2.525,0.17940000000000023,2.8405,0.5,1.9560484637012265
101,2008-04-01,0.2999999999999998,2.175,0.16490000000000027,2.5985,0.833333333333333,1.1975812783745294
102,2008-07-01,0.3000000000000007,1.925,0.09389999999999965,2.354575,1.333333333333333,1.2098567949580281
103,2008-10-01,0.20000000000000018,1.4,0.2088000000000001,2.136375,2.0666666666666673,-0.22600036897941211
104,2009-01-01,0.7999999999999998,-1.1102230246251565e-16,0.2290000000000001,1.7588750000000002,3.2666666666666675,-1.5101428206857364
105,2009-04-01,0.40000000000000036,0.5000000000000002,0.3259999999999996,1.467475,3.9666666666666677,-1.625931006038356
106,2009-07-01,0.20000000000000018,0.3,0.3025000000000002,0.897875,3.633333333333333,-2.390227534790682
107,2009-10-01,1.3999999999999995,-0.8249999999999998,1.0027999999999997,-0.09407499999999996,3.0666666666666664,-0.9496281531215289
108,2010-01-01,1.4000000000000004,0.4,1.1279999999999992,0.030100000000000016,1.5666666666666664,-0.17175813355471692
109,2010-04-01,0.5999999999999996,0.975,0.5881999999999987,1.1323750000000001,0.33333333333333215,0.6659661831906638
110,2010-07-01,-0.1999999999999993,2.0999999999999996,-0.12229999999999919,1.6218749999999997,-0.1666666666666643,2.063358985487948
111,2010-10-01,-0.5,2.4,-0.32230000000000025,1.6178249999999998,-0.43333333333333357,2.1047849324557917
112,2011-01-01,-0.6999999999999993,2.6,-0.5120000000000005,2.192925,-0.8000000000000025,2.8328768578401884
113,2011-04-01,-0.7000000000000011,2.5749999999999997,-0.7497000000000007,2.730725,-0.5666666666666664,2.63184971283103
114,2011-07-01,-0.29999999999999893,2.2750000000000004,-0.6155000000000008,2.373625,-0.46666666666666856,1.825839497063736
115,2011-10-01,-0.7999999999999989,3.175,-0.5729999999999986,2.3737500000000002,-0.8666666666666671,1.411891143186145
116,2012-01-01,-0.5999999999999996,3.25,-0.6239000000000008,3.0171,-0.7666666666666639,0.9664233889619679
117,2012-04-01,-0.40000000000000036,2.25,-0.6472999999999995,2.7739000000000003,-0.8666666666666671,1.3109050383752265
118,2012-07-01,-0.1999999999999993,1.65,-0.44069999999999965,2.17395,-0.9666666666666668,1.3840545535514837
119,2012-10-01,-0.20000000000000107,2.3249999999999997,-0.33940000000000126,2.27975,-0.833333333333333,1.281162904807065
120,2013-01-01,-0.3000000000000007,2.375,-0.37270000000000003,2.42725,-0.5333333333333341,1.5094271676966144
121,2013-04-01,-0.09999999999999964,2.3000000000000003,-0.4572000000000003,2.3449999999999998,-0.6666666666666652,1.4372644724579886
122,2013-07-01,-0.20000000000000107,2.0999999999999996,-0.3793999999999995,2.033775,-0.7999999999999998,1.5480388885075025
123,2013-10-01,-0.20000000000000018,2.0,-0.28439999999999976,2.0658,-0.8666666666666663,1.7543535831521795
124,2014-01-01,-0.39999999999999947,2.45,-0.41999999999999993,2.04485,-1.0666666666666664,2.2449980279811044
125,2014-04-01,-0.5,3.1,-0.42549999999999955,2.34885,-1.333333333333334,1.9505815751877709
126,2014-07-01,-0.5999999999999996,2.9749999999999996,-0.42159999999999975,2.428025,-1.166666666666667,2.637559921627247
127,2014-10-01,-0.5999999999999996,3.15,-0.46830000000000016,2.4849249999999996,-1.2333333333333334,3.2317998704558537
128,2015-01-01,-0.5999999999999996,3.5000000000000004,-0.4541000000000004,2.6888500000000004,-1.1333333333333329,3.5113444086726675
129,2015-04-01,-0.5999999999999996,3.6500000000000004,-0.40300000000000047,2.797525,-0.7666666666666666,3.925511486679628
130,2015-07-01,-0.5999999999999996,2.925,-0.4440999999999997,2.7857999999999996,-0.9666666666666659,3.647842787574695
131,2015-10-01,-0.5,3.55,-0.3847000000000005,2.6799,-0.666666666666667,3.354754064073345
132,2016-01-01,-0.40000000000000036,3.9000000000000004,-0.37899999999999956,3.0904000000000003,-0.6333333333333346,2.593008560986187
133,2016-04-01,-0.20000000000000018,3.3249999999999997,-0.3924000000000003,2.940675,-0.5,2.58065268567097
134,2016-07-01,-0.2999999999999998,3.0249999999999995,-0.3070000000000004,2.914325,-0.20000000000000107,2.3838990937992075
135,2016-10-01,-0.2999999999999998,3.25,-0.24600000000000044,2.8545249999999998,-0.2666666666666666,2.3756011179263403
136,2017-01-01,-0.20000000000000018,2.9,-0.2577000000000007,2.56235,-0.33333333333333304,2.485293335580768
137,2017-04-01,-0.09999999999999964,2.825,-0.25229999999999997,2.505125,-0.5666666666666664,2.4998831953930045
138,2017-07-01,-0.3000000000000007,2.6500000000000004,-0.19930000000000003,2.4619,-0.5666666666666664,2.4999147914601783
139,2017-10-01,-0.2999999999999998,2.75,-0.1811000000000007,2.3891,-0.5999999999999996,2.4815879671970853
140,2018-01-01,-0.20000000000000018,2.5250000000000004,-0.20920000000000005,2.493025,-0.5333333333333332,3.0730611272846375
141,2018-04-01,-0.20000000000000018,3.0250000000000004,-0.19930000000000003,2.5315,-0.43333333333333357,3.027421584276219
142,2018-07-01,-0.6000000000000005,2.65,-0.14100000000000001,2.41235,-0.566666666666666,3.0673944833549793
143,2018-10-01,-0.49999999999999956,2.575,-0.10550000000000015,2.46355,-0.3333333333333335,2.8465776069189985
