,date,GB_error_unemp,SPF_error_unemp,GB_error_cons,SPF_error_cons,diff_error_unemp,diff_error_cons
0,1983-01-01,1.4333333333333336,1.959533333333333,0.17463898483238438,0.6739860151676158,-0.5261999999999993,-0.4993470303352314
1,1983-04-01,0.6999999999999993,1.1523999999999983,0.783785278501206,1.2539352785012063,-0.452399999999999,-0.4701500000000003
2,1983-07-01,0.4333333333333336,0.138066666666667,3.176636583995997,2.4911365839959974,0.2952666666666666,0.6854999999999998
3,1983-10-01,2.2333333333333343,1.3728333333333325,4.667821012208777,3.922021012208777,0.8605000000000018,0.7458
4,1984-01-01,2.0,1.7702000000000009,3.5009105255694064,3.383110525569406,0.22979999999999912,0.11780000000000035
5,1984-04-01,1.9000000000000004,1.8516999999999992,2.0653108261094717,2.460560826109471,0.04830000000000112,-0.39524999999999944
6,1984-07-01,1.1333333333333329,1.1271333333333349,2.447031726681817,1.404681726681817,0.006199999999997985,1.0423499999999999
7,1984-10-01,0.5333333333333332,0.488833333333333,0.1775202791552708,0.7874202791552705,0.044500000000000206,-0.6098999999999997
8,1985-01-01,0.4666666666666659,0.10953333333333326,0.7424683090496904,0.5477183090496909,0.35713333333333264,0.19474999999999953
9,1985-04-01,0.3666666666666663,0.2751666666666664,1.9429970889404098,1.8323220889404097,0.09149999999999991,0.11067500000000008
10,1985-07-01,0.4666666666666668,0.055166666666666586,1.6442463160193959,1.1230463160193969,0.4115000000000002,0.521199999999999
11,1985-10-01,0.0333333333333341,0.08286666666666512,2.5976450536942335,2.359970053694234,-0.049533333333331014,0.23767499999999941
12,1986-01-01,0.3000000000000007,0.11480000000000062,0.5949470082241151,0.7617720082241153,0.1852000000000001,-0.16682500000000022
13,1986-04-01,0.0333333333333323,0.018766666666667098,1.8882551704154942,0.8198301704154942,0.014566666666665201,1.068425
14,1986-07-01,0.0333333333333341,0.2223333333333341,2.362619141068791,1.559069141068791,-0.189,0.80355
15,1986-10-01,0.40000000000000113,0.20800000000000102,2.5503279612983527,2.1034779612983527,0.19200000000000012,0.44684999999999997
16,1987-01-01,0.06666666666666471,0.30303333333333526,1.303355099572479,1.2708050995724793,-0.23636666666667056,0.032549999999999635
17,1987-04-01,0.40000000000000036,0.6403999999999996,1.1598631346826918,0.8409381346826916,-0.24039999999999928,0.3189250000000001
18,1987-07-01,0.6666666666666653,0.7624666666666668,1.52031649168379,1.4022914916837896,-0.09580000000000155,0.11802500000000027
19,1987-10-01,0.7000000000000002,0.8792,2.3159021502997215,1.5243021502997214,-0.1791999999999998,0.7916000000000001
20,1988-01-01,0.799999999999998,0.7604999999999986,1.8820358911419737,1.4201608911419739,0.039499999999999424,0.4618749999999998
21,1988-04-01,0.8000000000000007,0.7250000000000006,3.0788857181721436,2.1021607181721436,0.07500000000000007,0.9767250000000001
22,1988-07-01,0.4333333333333345,0.40023333333333444,1.6339965101355456,1.2669465101355457,0.033100000000000074,0.3670499999999999
23,1988-10-01,0.7000000000000001,0.7000000000000001,3.549137097810126,2.311337097810126,0.0,1.2378
24,1989-01-01,0.39999999999999947,0.6944999999999996,2.5696556183763564,2.765055618376356,-0.2945000000000001,-0.1953999999999998
25,1989-04-01,0.43333333333333257,0.301733333333332,1.1970006804102917,1.214225680410292,0.13160000000000055,-0.017225000000000268
26,1989-07-01,0.43333333333333257,0.4686333333333321,0.8445263803991372,0.964276380399137,-0.035299999999999554,-0.1197499999999998
27,1989-10-01,0.166666666666666,0.1266666666666651,0.40069812688890893,0.7870231268889092,0.040000000000000896,-0.38632500000000025
28,1990-01-01,0.2999999999999998,0.17790000000000022,0.31895062277475006,0.5521243772252498,0.1220999999999996,-0.2331737544504997
29,1990-04-01,0.5000000000000009,0.2853000000000004,1.1157389857018956,0.0060360142981044085,0.2147000000000005,1.1097029714037911
30,1990-07-01,0.033333333333333215,0.31326666666666725,0.0469796357484622,0.49092036425153784,-0.27993333333333403,-0.44394072850307564
31,1990-10-01,0.16666666666666607,0.5843666666666661,0.06876782392770564,0.4419428239277057,-0.41770000000000007,-0.37317500000000003
32,1991-01-01,0.8000000000000007,1.142900000000001,1.4693550611620956,2.4065050611620955,-0.3429000000000002,-0.9371499999999999
33,1991-04-01,1.0,1.3556,1.920646876167066,2.524571876167066,-0.3555999999999999,-0.6039249999999998
34,1991-07-01,0.2666666666666666,0.793566666666667,0.912456705880015,1.4682067058800152,-0.5269000000000004,-0.5557500000000002
35,1991-10-01,0.3666666666666679,0.303366666666668,0.2656387335145919,0.045713733514592014,0.06329999999999991,0.21992499999999987
36,1992-01-01,1.0666666666666664,0.4466666666666663,0.5078349440349449,0.1207900559650551,0.6200000000000001,0.3870448880698898
37,1992-04-01,1.166666666666666,1.0204666666666666,0.4420341691200176,1.3407841691200175,0.14619999999999944,-0.8987499999999999
38,1992-07-01,0.9666666666666658,1.2058666666666653,0.3368541155322222,0.7463041155322223,-0.23919999999999952,-0.4094500000000001
39,1992-10-01,0.06666666666666732,0.5769666666666673,2.576213915714554,1.5387889157145542,-0.5103,1.0374249999999998
40,1993-01-01,0.1333333333333337,0.2037666666666658,1.5394191077743704,2.70494410777437,-0.0704333333333321,-1.1655249999999997
41,1993-04-01,0.1333333333333338,0.010966666666666569,1.149629827010306,0.9630298270103057,0.12236666666666723,0.18660000000000032
42,1993-07-01,0.9333333333333336,0.19993333333333307,1.5121174108927065,1.2533674108927064,0.7334000000000005,0.25875000000000004
43,1993-10-01,0.43333333333333446,0.21793333333333464,0.22715401543284575,1.1652540154328452,0.2153999999999998,-0.9380999999999995
